"RETAILER_CONTACT_CODE";"RETAILER_SITE_CODE";"FIRST_NAME";"LAST_NAME";"FIRST_NAME_MB";"LAST_NAME_MB";"GENDER_CODE";"JOB_POSITION_EN";"JOB_POSITION_FR";"JOB_POSITION_DE";"JOB_POSITION_NL";"JOB_POSITION_JA";"JOB_POSITION_CS";"JOB_POSITION_HU";"JOB_POSITION_KO";"JOB_POSITION_PT";"JOB_POSITION_SC";"JOB_POSITION_TC";"JOB_POSITION_DA";"JOB_POSITION_EL";"JOB_POSITION_FI";"JOB_POSITION_IT";"JOB_POSITION_NO";"JOB_POSITION_PL";"JOB_POSITION_RU";"JOB_POSITION_SV";"JOB_POSITION_ES";"JOB_POSITION_TH";"JOB_POSITION_MS";"JOB_POSITION_ID";"PHONE_NUMBER";"EXTENSION";"FAX";"EMAIL"
"3526";"20507";"Emilie";"Bermond";"Emilie";"Bermond";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"33-1-15540203";"977";"33-1-15540212";"Emilie.Bermond@Par507.com"
"3527";"20508";"Eric";"Leray";"Eric";"Leray";"0";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"33-1-98896556";"144";"33-1-98896523";"Eric.Leray@Piqu508.com"
"3528";"20509";"Thierry";"Pomart";"Thierry";"Pomart";"0";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"33-4-50088999";"177";"33-4-50088997";"Thierry.Pomart@Plei509.com"
"3529";"20510";"Claudette";"Leray";"Claudette";"Leray";"1";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"33-1-65590021";"174";"33-1-65590028";"Claudette.Leray@Cour510.com"
"3530";"20511";"Marie";"Tamine";"Marie";"Tamine";"1";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"33-2-89984578";"3321";"33-2-89984593";"Marie.Tamine@Vais511.com"
"3531";"20512";"Hugues";"Gehenne";"Hugues";"Gehenne";"0";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"33-2-85574569";"8879";"33-2-85574574";"Hugues.Gehenne@Sud512.com"
"3532";"20513";"Annike";"Pasteur";"Annike";"Pasteur";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"33-5-89977887";"888";"33-5-89977890";"Annike.Pasteur@Spor513.com"
"3533";"20514";"Alexandre";"Pelissier";"Alexandre";"Pelissier";"0";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"33-1-23310025";"1188";"33-1-23310028";"Alexandre.Pelissier@Auv514.com"
"3534";"20515";"Bruno";"Kounde";"Bruno";"Kounde";"0";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"33-3-98877889";"4557";"33-3-98877894";"Bruno.Kounde@Lap515.com"
"3535";"20516";"Pascal";"Ducos";"Pascal";"Ducos";"0";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"33-1-65597887";"8877";"33-1-65597889";"Pascal.Ducos@Ski516.com"
"3536";"20517";"Evelyn";"Vinchon";"Evelyn";"Vinchon";"1";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"33-476-85588877";"4555";"33-476-85588880";"Evelyn.Vinchon@Spor517.com"
"3537";"20518";"Eliane";"Hallouet";"Eliane";"Hallouet";"1";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"33-235-87784998";"6551";"33-235-87784999";"Eliane.Hallouet@Berg518.com"
"3538";"20519";"Lydie";"Azaria";"Lydie";"Azaria";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"33-5-98890087";"6456";"33-5-98890085";"Lydie.Azaria@Aux519.com"
"3539";"20520";"Stephane";"Robitaille";"Stephane";"Robitaille";"0";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"33-240-52258899";"77774";"33-240-52258845";"Stephane.Robitaille@Tout520.com"
"3540";"20521";"Sean";"Varese";"Sean";"Varese";"0";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"1-334-9855990";"4645";"1-334-9855997";"Sean.Varese@Spor521.com"
"3541";"20522";"Keith";"Walraven";"Keith";"Walraven";"0";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"1-334-5266548";"4546";"1-334-5266542";"Keith.Walraven@Spor522.com"
"3542";"20523";"Jessica";"Varrin";"Jessica";"Varrin";"1";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"1-907-8588900";"6565";"1-907-8588911";"Jessica.Varrin@Big523.com"
"3543";"20524";"Joanna";"Simmons";"Joanna";"Simmons";"1";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"1-520-5488997";"6977";"1-520-5488985";"Joanna.Simmons@Terr524.com"
"3544";"20525";"Linda";"Simeone";"Linda";"Simeone";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"1-501-8799556";"8788";"1-501-8799566";"Linda.Simeone@Bill525.com"
"3545";"20526";"Marcel";"Simpson";"Marcel";"Simpson";"0";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"1-510-2133669";"8977";"1-510-2133678";"Marcel.Simpson@Odds526.com"
"3546";"20527";"Rocco";"Rommero";"Rocco";"Rommero";"0";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"1-213-9877889";"4888";"1-213-9877899";"Rocco.Rommero@Al;527.com"
"3547";"20528";"Lloyd";"Rose";"Lloyd";"Rose";"0";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"1-510-4588779";"112";"1-510-4588780";"Lloyd.Rose@Gran528.com"
"3548";"20529";"Laura";"Rooney";"Laura";"Rooney";"1";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"1-818-1234554";"115";"1-818-1234566";"Laura.Rooney@Wild529.com"
"3549";"20530";"Bianca";"Rosales";"Bianca";"Rosales";"1";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"1-408-9877889";"144";"1-408-9877890";"Bianca.Rosales@Kava530.com"
"3550";"20531";"Nelson";"Romain";"Nelson";"Romain";"0";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"1-415-5699668";"154";"1-415-5699670";"Nelson.Romain@The531.com"
"3551";"20532";"Shawna";"Rondario";"Shawna";"Rondario";"1";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"1-415-4522113";"187";"1-415-4522115";"Shawna.Rondario@Expe532.com"
"3552";"20533";"Abdul";"Syed";"Abdul";"Syed";"0";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"1-719-8744559";"199";"1-719-8744561";"Abdul.Syed@Husk533.com"
"3553";"20534";"Gary";"Syrett";"Gary";"Syrett";"0";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"1-303-3266889";"132";"1-303-3266890";"Gary.Syrett@Grea534.com"
"3554";"20535";"Lee";"Swinwood";"Lee";"Swinwood";"0";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"1-203-9877889";"3221";"1-203-9877825";"Lee.Swinwood@Bill535.com"
"3555";"20536";"Christian";"Sylvain";"Christian";"Sylvain";"0";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"1-202-4566552";"5545";"1-202-4566544";"Christian.Sylvain@Red536.com"
"3556";"20537";"Donna";"Synder";"Donna";"Synder";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"1-302-5699665";"8787";"1-302-5699661";"Donna.Synder@Eagl537.com"
"3557";"20538";"Celia";"Syckling";"Celia";"Syckling";"1";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"1-407-5266554";"9988";"1-407-5266557";"Celia.Syckling@Natu538.com"
"3558";"20539";"Karine";"Syde";"Karine";"Syde";"1";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"1-850-5622336";"9898";"1-850-5622345";"Karine.Syde@Big539.com"
"3559";"20540";"Nancy";"Shane";"Nancy";"Shane";"1";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"1-912-5622335";"49";"1-912-5622334";"Nancy.Shane@The540.com"
"3560";"20541";"Mohammad";"Shalileh";"Mohammad";"Shalileh";"0";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"1-808-8700887";"499";"1-808-8700889";"Mohammad.Shalileh@Iwe541.com"
"3561";"20542";"Judi";"Shannon";"Judi";"Shannon";"1";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"1-208-9855889";"448";"1-208-9855896";"Judi.Shannon@The542.com"
"3562";"20543";"Ingrid";"Shain";"Ingrid";"Shain";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"1-312-5699887";"321";"1-312-5699888";"Ingrid.Shain@Grea543.com"
"3563";"20544";"Marilyn";"Sharkey";"Marilyn";"Sharkey";"1";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"1-217-4522336";"877";"1-217-4522338";"Marilyn.Sharkey@Game544.com"
"3564";"20545";"Gerald";"Neveu";"Gerald";"Neveu";"0";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"1-812-5488997";"1324";"1-812-5488999";"Gerald.Neveu@Vert545.com"
"3565";"20546";"Patrick";"Newman";"Patrick";"Newman";"0";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"1-515-9877889";"5455";"1-515-98778901";"Patrick.Newman@Spor546.com"
"3566";"20547";"Victor";"Neufeld";"Victor";"Neufeld";"0";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"1-316-5622336";"5544";"1-316-5622341";"Victor.Neufeld@Grea547.com"
"3567";"20548";"Allan";"Newton";"Allan";"Newton";"0";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"1-859-2311445";"8777";"1-859-2311446";"Allan.Newton@Off548.com"
"3568";"20549";"Cristina";"Newcomb";"Cristina";"Newcomb";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"1-207-1244552";"3663";"1-207-1244558";"Cristina.Newcomb@The549.com"
"3569";"20550";"Matthias";"Neves";"Matthias";"Neves";"0";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"1-301-2001144";"587";"1-301-2001145";"Matthias.Neves@Fran550.com"
"3570";"20551";"James";"Neth";"James";"Neth";"0";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"1-781-5699887";"988";"1-781-5699888";"James.Neth@Outd551.com"
"3571";"20552";"Carol";"Neville";"Carol";"Neville";"1";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"1-616-1233225";"877";"1-616-1233226";"Carol.Neville@The552.com"
"3572";"20553";"Manuela";"Mollah";"Manuela";"Mollah";"1";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"1-612-2355448";"787";"1-612-2355449";"Manuela.Mollah@The553.com"
